Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
93,77,68,40,18,6,72,41
45,44,95,94,92,50,12,71
12,86,88,48,38,59,8,14
37,48,89,44,91,52,94,16
7,42,23,46,80,61,76,42
18,81,69,5,82,80,46,93
18,37,77,79,42,31,42,52
11,17,20,72,52,69,91,19
13,36,17,16,73,63,43,2
85,14,77,51,23,97,45,88
3,27,37,95,20,95,36,32
61,34,91,92,46,82,61,5
33,75,86,10,72,66,96,46
40,29,23,28,17,89,16,28
94,73,1,40,29,93,46,2
30,48,94,78,37,77,80,20
69,64,55,1,83,77,75,90
53,29,74,54,67,10,42,84
35,91,8,82,1,77,43,56
10,34,96,8,82,24,5,68
88,64,96,90,39,33,36,90
75,91,93,44,17,56,95,73
14,13,65,3,75,66,98,80
37,32,32,47,48,63,44,14
58,8,65,39,91,93,25,86
30,33,17,22,59,38,25,91
86,14,11,40,24,41,9,45
1,50,72,68,48,93,14,30
1,56,31,52,20,64,30,22
65,8,91,63,53,17,86,38
56,53,84,22,82,86,37,78
51,79,29,49,13,53,11,85
62,10,60,80,80,98,39,94
17,2,38,10,23,92,81,22
41,77,42,5,46,42,77,82
48,61,51,33,54,93,1,33
81,69,46,5,85,35,21,17
9,86,57,56,29,88,1,70
25,41,98,8,52,80,5,26
91,21,86,83,74,43,50,57
62,64,82,93,16,41,95,13
67,20,35,58,18,20,18,95
48,17,53,81,51,39,68,94
5,15,49,56,48,83,66,17
86,68,4,28,16,63,54,17
75,19,73,82,98,59,86,11
14,85,11,99,92,81,40,77
9,19,85,22,34,9,23,93
85,24,19,87,3,3,21,27
2,41,4,46,19,76,95,50
16,93,3,38,84,79,55,73
32,41,30,24,80,43,93,54
1,80,1,29,62,16,72,17
25,25,67,3,90,86,86,45
69,14,51,70,91,76,73,19
68,83,23,13,49,45,92,46
4,82,86,28,95,12,38,69
15,93,29,28,98,55,85,99
80,76,25,5,61,7,89,57
91,53,2,48,24,40,83,26
18,5,44,62,32,68,20,18
55,80,18,47,58,99,1,67
17,5,82,64,56,63,12,19
66,14,58,26,86,31,11,24
20,75,68,5,36,84,53,99
14,77,9,2,78,49,83,95
1,42,39,88,2,22,70,36
29,50,54,52,81,47,92,92
96,36,48,7,8,14,75,3
89,64,79,79,52,17,36,67
31,46,82,15,83,66,86,71
46,32,72,41,35,14,10,36
24,17,11,23,26,16,78,48
25,83,40,98,33,66,98,25
6,21,81,38,71,16,95,74
57,43,93,55,28,57,53,26
21,11,13,82,79,80,88,26
61,87,3,8,98,30,97,91
17,18,96,93,40,90,39,99
28,24,22,95,88,87,43,87
82,45,75,66,97,80,39,29
71,81,4,50,70,63,44,9
28,60,6,55,66,31,76,79
20,83,31,60,28,7,7,42
19,32,83,37,37,20,99,68
80,39,71,49,62,22,47,23
5,41,95,41,34,4,57,85
76,36,66,77,87,24,80,56
84,60,77,63,65,7,54,44
76,30,8,42,97,96,51,83
3,8,30,30,11,36,36,30
68,57,15,18,77,26,62,95
91,74,92,57,34,82,29,84
45,16,93,91,72,60,91,74
97,62,43,90,10,78,82,42
71,37,9,41,87,1,15,1
7,49,65,45,63,88,51,1
56,80,63,46,27,87,84,15
94,14,34,35,20,98,75,41
59,50,59,85,56,66,58,59
26,8,9,86,48,38,78,43
26,71,2,31,94,68,45,42
43,84,6,91,60,25,15,82
37,95,50,3,61,76,24,83
48,32,82,74,96,46,46,1
91,40,23,40,2,95,84,30
67,74,75,62,96,63,46,76
54,16,75,93,45,36,65,57
67,70,93,38,32,34,64,68
80,52,81,89,30,89,91,24
48,25,92,57,88,40,60,33
85,49,96,17,62,88,66,85
14,23,18,72,68,98,65,49
90,93,79,61,28,64,34,68
52,82,66,59,56,54,43,95
37,65,3,38,74,24,48,71
15,75,72,71,67,27,58,10
76,98,90,95,97,27,73,63
42,50,21,34,61,91,68,47
92,4,69,79,92,20,88,64
66,20,20,61,97,55,63,6
46,10,48,13,60,72,41,83
64,63,22,90,73,54,26,1
50,8,45,82,69,71,59,81
98,29,87,83,64,30,87,34
8,81,68,44,95,43,77,71
59,56,44,75,76,59,62,6
97,31,43,87,86,79,44,85
53,34,48,30,7,6,51,72
61,25,60,31,68,13,54,14
21,54,88,25,64,72,28,85
78,87,88,39,48,17,22,4
42,83,24,21,41,66,58,22
81,1,14,29,98,53,50,46
74,45,17,9,94,17,4,52
31,13,77,7,1,40,34,1
59,59,12,97,88,49,19,48
88,5,14,75,16,32,86,14
72,60,80,53,39,77,83,8
8,94,66,91,1,42,80,1
48,70,76,80,38,26,44,21
68,64,23,30,75,98,73,42
66,14,93,58,56,90,79,48
40,61,53,67,49,25,98,8
1,12,11,66,66,12,54,57
26,61,93,36,31,9,39,97
32,37,95,15,68,62,29,38
84,8,79,69,33,36,15,16
13,41,70,70,83,21,96,37
36,46,79,89,78,75,13,43
10,79,47,67,98,81,23,11
98,58,21,13,12,86,96,45
7,30,55,18,66,44,6,78
2,35,99,25,26,31,15,24
96,64,79,68,49,98,22,36
15,46,66,26,64,93,67,93
74,99,15,15,57,85,62,36
6,46,35,23,23,14,18,5
75,2,78,29,18,65,76,17
5,45,76,71,55,69,39,55
89,74,92,24,22,14,16,67
24,75,33,22,61,20,48,39
44,93,79,80,50,54,51,21
13,93,23,23,68,47,16,30
45,64,93,75,51,30,62,86
90,3,53,74,32,98,47,69
29,38,56,69,4,78,20,54
39,90,36,96,5,5,86,93
43,49,38,24,44,19,22,81
46,13,71,54,27,56,97,46
50,4,60,19,80,97,7,57
48,98,75,68,97,31,83,21
17,90,29,83,33,28,22,46
32,41,91,26,41,65,78,70
48,98,23,70,69,87,45,70
64,21,33,88,82,40,6,1
49,9,95,90,84,4,61,28
70,5,85,95,36,19,43,95
28,61,32,29,67,89,54,81
14,2,18,98,57,33,70,56
70,14,17,94,14,55,7,83
55,88,59,34,4,58,89,14
69,94,6,30,94,70,12,78
35,94,93,54,10,66,83,49
43,14,46,52,76,62,24,42
25,6,46,38,81,51,43,1
41,42,59,71,70,41,19,79
84,94,74,85,57,35,5,89
51,89,18,3,19,7,56,98
86,85,64,33,99,88,61,10
90,3,74,17,45,56,65,84
87,55,80,64,81,43,56,88
95,84,53,17,58,24,25,4
9,31,8,77,64,48,68,60
55,69,88,75,79,47,15,54
82,81,87,66,19,19,80,2
49,47,57,68,71,50,86,70
75,57,38,43,63,60,12,4
60,23,47,97,47,62,87,30
40,39,17,12,3,18,10,11
21,2,75,81,87,67,43,85
28,86,54,96,22,35,13,12
82,38,29,21,43,88,78,86
95,6,62,51,17,95,76,15
40,19,86,52,45,32,33,75
36,27,80,7,17,4,98,44
84,16,44,55,37,57,92,7
8,93,92,65,47,29,66,58
29,6,81,19,53,94,82,67
29,33,1,6,77,72,1,89
40,35,41,15,44,62,19,44
28,86,95,98,36,89,63,2
92,83,27,5,84,89,74,77
55,79,27,78,90,48,47,58
69,22,83,16,6,25,22,40
84,51,63,48,38,80,47,90
40,94,82,13,90,36,91,97
41,24,12,69,43,64,83,47
73,46,20,37,20,84,30,54
76,56,79,44,46,27,34,80
29,5,38,45,79,10,20,29
83,30,31,33,39,38,59,74
28,89,68,69,59,74,76,32
84,82,52,20,7,37,35,86
66,31,69,19,10,60,81,16
11,75,97,48,56,30,12,67
96,54,44,88,82,42,85,29
70,1,44,45,90,34,53,32
49,94,51,12,83,64,73,75
86,34,91,44,89,76,77,65
2,56,74,56,48,57,4,60
20,64,18,60,35,11,15,62
96,86,4,44,48,38,60,96
18,11,25,27,83,24,26,44
70,23,24,60,44,47,40,55
55,63,44,25,27,60,42,95
17,76,68,50,89,73,62,48
14,25,36,52,75,31,17,40
16,43,3,20,69,74,21,36
94,42,55,65,94,38,16,67
33,43,85,2,11,82,52,33
44,82,31,27,5,17,3,25
30,60,66,84,8,27,39,56
16,20,61,32,87,22,47,80
83,59,67,4,14,30,6,54
98,34,50,40,82,64,4,67
13,7,56,60,28,64,49,97
33,22,75,90,4,53,3,12
60,48,31,28,5,82,69,24
47,22,59,59,26,20,63,4
8,37,38,33,38,93,76,66
2,18,73,73,26,4,59,47
36,27,34,17,9,77,56,38
53,35,31,59,18,86,18,89
92,45,32,70,45,16,16,17
81,18,71,82,87,87,43,99
93,6,93,36,51,55,4,17
83,37,17,61,56,24,31,94
7,60,31,52,54,31,24,65
26,10,94,34,95,76,77,45
55,6,70,50,77,5,86,79
97,27,54,13,9,57,99,44
54,98,20,67,67,31,84,73
22,10,37,56,73,57,53,16
22,53,34,57,27,40,34,43
41,91,57,21,14,50,2,30
94,45,75,90,85,1,12,20
72,22,99,10,20,69,33,42
18,88,58,98,15,96,10,72
97,32,36,5,50,1,72,39
66,55,66,49,10,92,95,84
72,69,93,63,11,52,45,7
95,65,37,81,64,72,74,55
99,76,44,7,31,90,91,60
69,97,70,96,53,60,65,92
33,95,57,23,15,4,71,45
70,35,31,94,94,94,85,7
95,70,59,25,53,90,24,53
38,99,22,82,67,73,15,92
31,29,25,7,20,29,3,81
80,65,62,52,86,9,89,64
9,25,44,22,83,93,62,68
60,79,48,42,21,73,26,40
66,9,94,29,50,27,6,93
18,8,10,27,64,98,95,14
42,67,32,2,29,84,6,53
89,82,95,95,92,6,30,3
27,75,49,52,14,28,31,19
40,39,12,44,89,69,1,78
82,20,77,68,82,15,99,19
1,4,39,61,81,7,25,42
16,26,3,27,27,74,27,34
31,8,83,93,83,48,87,64
19,16,66,42,28,33,45,96
33,62,49,9,25,14,56,79
69,27,15,59,27,84,42,79
88,58,89,64,4,4,48,11
52,96,62,21,74,5,23,42
54,69,2,56,83,54,58,41
81,5,99,4,36,25,22,82
89,21,58,14,77,71,62,22
78,30,75,10,21,32,68,3
50,31,82,73,67,29,50,14
95,76,41,98,16,54,53,95
94,70,51,50,49,91,4,59
25,35,11,2,61,26,15,6
57,7,85,55,13,58,91,64
1,80,97,51,50,46,22,4
42,83,85,47,64,19,81,9
85,70,29,43,89,70,68,31
80,64,62,12,97,92,24,13
46,89,31,85,17,83,59,83
38,20,43,55,10,93,57,16
87,32,4,22,6,99,44,4
92,54,2,52,47,78,29,25
40,31,3,12,20,14,83,74
34,80,55,37,95,13,15,7
55,74,68,99,90,67,46,78
48,37,22,95,31,15,36,20
3,23,8,83,58,32,23,31
64,84,98,76,30,28,99,29
64,42,25,64,80,93,82,73
13,37,70,54,48,87,36,68
85,80,44,44,95,10,66,76
63,68,92,3,26,7,49,12
90,26,4,57,13,83,45,19
70,15,48,78,93,72,46,74
95,51,50,89,89,91,66,94
13,66,52,25,90,33,44,73
83,88,6,61,37,2,60,33
57,16,13,62,5,89,11,28
52,72,17,96,6,26,47,42
63,25,1,78,33,44,9,34
80,83,56,81,29,46,51,1
57,79,51,73,66,77,26,31
60,99,23,50,29,66,63,78
3,86,33,79,60,8,32,10
66,80,79,57,2,24,7,20
68,14,88,89,61,1,43,13
41,49,89,82,66,53,44,81
62,10,12,6,39,50,63,6
71,44,79,87,73,11,53,55
27,75,50,19,31,65,60,88
67,27,80,5,71,57,13,88
85,28,75,54,14,11,97,70
40,14,11,78,18,8,96,66
17,31,48,34,80,71,19,33
65,57,34,43,56,57,83,49
21,2,54,49,56,21,51,77
16,16,48,28,91,43,32,43
38,15,94,15,72,97,18,5
53,15,96,40,65,70,12,88
67,65,9,68,86,51,67,56
32,75,29,65,94,31,81,98
5,53,33,41,43,36,12,38
27,59,30,41,64,49,32,98
80,99,61,74,53,30,37,76
61,50,72,12,7,2,73,6
51,16,41,87,48,41,56,58
64,97,26,11,54,41,6,57
79,13,58,64,16,41,5,19
29,60,68,18,59,6,57,15
34,9,95,6,86,80,96,57
22,46,17,26,79,19,24,83
45,6,86,17,78,67,3,75
33,33,43,38,58,85,39,95
13,26,91,56,25,9,74,97
62,58,81,42,24,82,37,81
74,43,84,6,59,35,6,6
34,82,80,91,82,99,86,99
64,22,26,96,25,38,90,14
1,31,55,67,22,92,21,38
67,28,68,70,4,45,65,96
16,91,11,23,15,64,91,50
36,79,92,14,66,88,72,11
99,1,38,77,91,4,94,16
2,44,30,90,96,99,14,77
61,64,57,81,10,63,97,78
26,93,64,4,49,83,61,30
90,1,58,80,74,15,92,82
45,93,79,44,76,50,17,53
55,47,58,94,28,3,88,38
73,73,95,7,94,74,15,89
87,24,72,43,76,73,23,20
91,74,44,90,38,24,22,30
86,55,43,81,99,86,6,9
41,98,70,9,17,26,75,41
53,78,75,66,17,71,58,16
48,46,84,58,36,59,80,17
91,50,95,55,92,88,49,42
82,4,2,85,60,82,31,81
10,33,71,49,5,20,32,6
71,65,21,21,62,66,54,2
68,15,41,8,58,55,83,41
39,69,69,31,76,60,87,92
90,45,95,98,39,86,95,4
21,16,54,4,15,85,84,49
45,93,73,94,79,2,55,94
79,92,80,92,1,33,72,48
92,65,7,5,93,53,21,76
93,66,86,58,45,15,2,35
3,94,8,48,64,34,84,85
5,97,92,72,72,85,64,29
79,38,23,18,44,24,73,62
88,23,17,21,2,27,2,12
37,76,47,18,91,88,36,64
36,81,34,83,90,20,79,50
94,12,93,20,19,81,71,73
79,74,12,87,44,9,87,86
81,7,49,83,50,4,95,88
62,12,49,50,79,3,73,63
44,17,19,74,55,3,44,10
87,41,19,64,50,40,68,32
5,78,68,19,99,78,96,88
78,43,69,37,87,77,38,68
10,84,64,68,84,75,31,28
32,31,49,68,10,64,30,39
35,36,22,49,42,25,58,83
58,37,74,18,14,36,86,42
38,16,48,75,8,51,47,36
46,15,70,81,26,48,27,51
7,62,12,45,22,90,7,91
11,23,84,38,82,84,46,58
34,6,74,36,67,88,35,79
49,65,77,4,34,71,12,92
91,29,40,72,44,54,57,23
92,42,38,87,11,45,2,77
33,98,49,3,16,27,83,59
41,47,97,11,59,57,9,51
80,55,86,63,92,69,42,26
80,27,44,28,72,85,23,83
39,72,47,81,50,21,94,7
56,78,81,47,85,44,28,78
71,43,91,6,65,32,67,16
92,89,88,54,11,96,70,87
74,18,4,51,38,18,73,38
66,95,78,98,10,92,17,68
62,6,63,88,83,31,5,18
99,20,5,70,51,43,30,71
15,82,53,25,33,6,48,49
53,39,62,54,9,32,49,94
35,11,25,78,12,75,1,64
96,90,75,14,69,61,17,87
71,32,48,82,22,85,98,97
38,88,45,28,67,25,54,60
22,57,51,43,50,52,19,93
5,66,34,70,20,8,77,34
49,7,93,87,25,10,62,13
51,43,32,25,35,43,41,47
38,82,76,17,50,7,32,9
55,48,91,62,57,49,43,43
61,38,54,38,96,21,24,51
59,82,20,93,12,34,40,48
21,38,90,92,25,46,51,2
52,63,87,98,67,44,40,51
40,72,79,2,85,64,72,21
37,39,31,61,64,33,97,15
92,91,3,19,90,17,26,49
1,41,76,59,37,80,47,14
10,6,77,94,18,59,88,43
99,42,57,87,5,51,24,9
12,11,66,95,84,80,64,64
69,87,40,74,93,91,6,30
50,67,82,28,70,99,35,9
98,36,68,81,39,48,46,89
16,97,28,83,69,88,52,39
30,57,59,27,63,51,35,21
77,67,99,4,29,15,40,92
59,27,24,77,46,16,29,54
47,59,83,48,31,97,16,53
32,74,48,62,41,62,76,4
46,91,75,51,62,46,17,76
99,16,7,3,64,48,42,49
6,80,70,44,8,5,49,71
45,98,89,28,77,91,7,85
52,22,1,20,75,43,49,51
49,11,80,95,23,37,87,94
99,78,44,89,21,84,18,31
4,94,42,7,4,60,65,82
95,63,50,29,45,66,43,9
29,81,71,40,12,50,66,41
5,57,72,92,55,71,61,35
86,67,31,95,18,55,20,12
73,12,35,98,24,46,8,6
76,87,69,6,38,58,89,87
93,22,56,94,72,86,32,31
4,14,36,5,77,28,34,77
6,91,62,49,12,27,27,53
49,3,47,68,9,36,37,32
58,68,5,29,7,76,50,64
67,18,84,8,62,72,60,84
26,26,81,80,64,87,98,16
20,84,57,48,62,18,44,56
79,90,26,46,5,37,74,92
89,57,12,58,31,26,95,25
79,34,41,65,54,70,20,36
10,2,84,53,70,42,51,56
32,42,98,76,68,44,89,78
85,52,25,56,61,68,36,14
28,46,42,93,79,82,74,37
52,85,36,85,4,24,82,89
57,69,21,54,25,16,87,37
19,55,89,29,82,65,35,90
59,94,68,88,28,5,70,8
31,84,21,50,65,52,23,50
74,89,73,35,83,67,34,30
20,96,49,35,55,19,1,13
88,20,2,7,40,14,99,27
32,69,34,27,24,92,30,66
69,70,58,66,49,1,52,34
31,71,52,57,55,96,72,13
52,25,76,4,28,59,65,18
20,28,86,75,30,75,25,89
92,35,72,72,60,10,15,11
51,36,14,99,74,89,17,85
89,67,66,43,82,60,2,78
74,85,4,19,8,37,83,50
46,77,85,52,9,88,54,52
91,3,37,49,10,89,35,57
32,32,34,6,51,41,53,22
85,5,64,64,86,59,4,58
76,83,17,9,68,56,52,29
61,33,21,56,99,22,68,25
36,30,6,71,80,50,62,30
58,91,81,19,23,23,64,2
14,63,13,34,86,95,66,68
53,4,58,40,89,92,36,30
90,61,74,89,18,34,26,29
68,91,85,88,56,29,13,74
73,76,11,86,98,87,72,4
58,99,27,37,45,47,23,57
16,5,34,14,82,43,25,46
95,6,76,93,24,23,94,68
65,79,21,54,81,58,77,89
8,67,70,77,92,96,31,64
40,78,25,24,71,71,66,64
79,18,28,2,32,51,65,86
42,79,81,61,92,18,35,4
51,89,13,84,8,27,89,82
10,88,13,39,94,97,56,21
31,59,42,48,48,95,99,43
68,82,13,44,48,44,1,87
2,77,89,8,83,3,69,33
84,7,99,52,3,57,38,52
2,3,14,93,77,33,13,27
58,33,33,98,44,20,1,87
98,84,96,42,42,12,9,67
97,74,33,66,91,56,47,57
18,67,30,49,90,11,82,36
79,15,42,68,39,5,30,76
63,78,5,61,79,44,11,76
55,68,3,78,75,71,68,44
10,20,55,19,43,66,58,51
98,21,11,78,88,89,54,22
99,7,19,70,32,37,61,55
81,83,31,60,97,67,96,77
38,60,71,65,45,15,46,51
81,81,16,36,9,54,40,38
86,79,41,13,12,64,55,2
85,66,12,15,73,25,31,3
84,12,42,2,37,70,27,31
27,83,86,79,71,44,78,90
49,99,52,48,51,26,30,79
67,92,59,32,73,31,71,63
22,54,56,20,14,12,57,18
67,15,34,27,56,13,97,68
44,71,43,61,59,56,65,77
3,85,94,29,56,6,97,28
89,56,41,54,25,51,96,33
31,52,30,31,58,9,75,79
18,97,81,6,39,12,13,72
95,32,46,5,43,15,97,27
68,18,45,1,7,97,87,84
82,77,72,6,34,11,42,28
85,93,85,21,55,59,5,50
37,40,40,26,56,3,49,85
18,10,51,49,1,40,38,10
26,7,67,69,44,20,85,65
49,69,91,94,9,83,60,57
86,86,56,6,12,39,49,14
38,7,80,40,5,61,77,48
16,84,53,13,95,91,99,50
95,48,92,62,52,61,91,71
72,91,68,53,44,64,60,68
65,68,68,52,26,54,15,34
89,10,46,77,50,28,70,44
56,5,85,64,16,77,24,71
33,41,27,65,35,73,3,55
51,16,40,55,39,57,6,30
1,78,62,15,84,29,9,85
42,32,38,38,82,54,45,28
30,2,25,67,23,77,99,43
62,97,16,92,24,84,55,24
75,93,6,70,48,26,81,6
31,75,56,42,17,8,67,26
32,47,9,38,56,69,7,23
96,53,22,58,41,95,99,44
29,89,94,78,45,36,59,83
39,8,27,51,50,92,14,12
35,72,93,48,82,4,25,64
36,64,15,9,82,69,78,66
2,8,72,77,75,10,90,79
56,83,16,55,46,39,4,90
65,11,92,60,68,7,75,73
88,80,84,29,27,61,19,29
30,80,96,51,33,40,51,40
77,92,60,13,52,6,98,49
82,32,65,36,26,74,32,51
51,73,96,48,49,62,45,71
19,35,58,30,86,88,48,23
61,14,79,35,75,5,54,60
62,53,96,84,57,85,1,93
32,40,89,32,32,13,19,70
81,76,1,81,93,39,8,73
38,93,70,61,79,43,92,20
50,64,18,23,13,36,58,98
39,41,56,88,43,9,61,56
46,91,81,5,16,76,17,84
55,23,26,94,21,59,36,16
74,56,43,92,32,97,27,82
1,25,65,39,43,59,86,30
32,41,92,14,65,5,47,9
10,25,93,90,15,24,92,65
40,49,7,63,16,22,44,22
17,75,92,54,75,55,68,18
73,70,96,11,46,17,17,13
46,97,32,63,62,46,64,71
40,23,72,18,6,42,25,95
3,37,66,37,65,57,55,43
25,58,5,57,47,95,5,74
1,24,77,7,40,74,31,96
54,14,9,47,80,68,85,86
66,70,21,82,46,36,41,36
62,92,13,69,23,89,64,9
98,73,27,84,62,93,17,17
96,64,57,81,87,90,4,95
15,66,45,48,8,35,18,82
12,27,61,44,16,56,64,95
58,33,87,93,18,2,50,22
78,49,13,10,80,38,39,15
2,85,74,61,7,83,83,21
66,35,10,76,13,9,48,95
98,38,22,90,51,60,20,31
5,61,69,68,97,29,1,96
24,61,86,32,59,50,46,92
26,32,31,74,43,49,96,79
73,25,33,40,63,42,58,73
56,47,29,19,12,45,59,40
9,42,93,96,74,50,92,79
33,32,69,48,90,9,6,11
17,74,61,44,2,27,35,53
92,31,92,2,87,82,15,37
67,95,92,43,78,22,88,73
18,76,5,16,27,71,81,61
81,46,16,39,52,69,75,84
74,59,48,59,11,25,65,89
12,67,22,95,20,18,60,7
87,97,76,33,80,60,12,85
1,52,69,7,94,96,24,64
10,75,87,7,3,94,21,90
81,82,21,4,34,88,86,71
53,3,56,90,25,94,56,80
82,52,16,36,75,69,85,22
43,81,89,44,99,45,38,93
96,94,85,24,32,40,85,69
6,64,74,33,87,5,85,97
22,83,57,8,21,79,8,21
61,69,87,35,60,67,84,85
14,78,76,65,75,11,77,45
58,25,59,42,96,54,16,64
44,42,89,53,69,30,77,64
87,66,56,66,11,83,61,34
37,93,92,96,50,96,81,90
78,58,2,55,20,24,96,83
90,45,82,57,24,33,60,84
58,26,1,23,83,21,73,79
51,29,11,6,37,81,47,3
39,64,48,58,70,34,57,47
33,65,81,44,62,65,44,11
47,42,13,50,37,6,44,47
86,25,2,99,31,9,5,9
61,25,22,75,24,62,87,79
63,79,17,4,38,12,4,48
60,95,5,47,43,84,4,78
46,48,94,7,39,44,26,99
7,24,38,85,35,99,84,9
86,58,22,52,11,62,86,59
32,66,77,16,37,85,69,4
23,68,34,57,52,5,97,68
5,3,97,13,29,83,60,64
1,73,87,80,61,73,85,17
67,2,65,8,18,27,82,97
14,86,74,75,14,26,72,17
90,3,93,10,77,77,61,33
47,81,10,50,89,57,88,88
64,93,52,84,17,3,92,50
35,26,41,30,36,40,62,32
6,11,47,97,90,48,51,13
59,14,2,73,68,42,68,12
88,63,78,70,19,78,29,41
65,49,74,47,14,87,73,99
11,62,38,21,63,55,2,55
48,27,57,94,96,43,7,30
46,14,23,40,52,33,65,19
2,73,40,24,84,71,95,40
64,54,48,87,72,20,19,1
2,99,67,24,1,15,64,48
63,78,15,15,92,73,25,57
99,73,60,38,55,60,48,20
51,77,13,99,17,79,16,10
72,1,13,56,90,82,97,85
65,77,56,84,49,23,18,92
10,74,84,90,52,14,61,71
39,73,67,45,42,65,84,67
38,47,22,34,56,67,97,76
29,41,16,79,65,44,79,20
97,45,52,56,58,51,24,11
23,85,21,38,43,66,80,54
19,5,91,25,85,80,40,34
79,31,88,97,83,74,53,23
63,1,53,6,49,41,21,65
43,99,45,81,37,52,98,77
58,57,32,73,34,61,27,48
68,18,97,39,19,60,87,28
77,86,81,36,31,71,5,19
2,93,50,77,49,28,96,98
99,90,91,50,94,68,12,45
19,84,64,28,24,1,38,70
48,59,94,64,46,86,56,31
2,74,28,53,41,58,56,17
97,3,43,24,44,14,9,20
83,45,37,6,32,31,94,60
95,40,67,64,81,28,31,38
54,84,81,7,61,21,60,7
48,25,65,97,96,98,21,35
31,70,36,47,86,63,89,67
56,51,95,72,80,45,73,91
55,51,69,51,56,75,78,16
82,43,76,76,31,69,82,32
12,10,81,26,59,58,26,96
80,9,36,76,65,5,4,32
64,18,34,72,83,91,83,82
47,87,65,88,62,77,9,63
14,70,29,98,22,21,7,77
36,70,36,83,16,91,27,90
46,45,46,93,94,87,14,56
48,66,50,97,61,86,93,27
44,58,88,12,90,31,92,54
58,41,49,69,70,84,37,15
9,68,99,87,38,69,44,73
62,61,45,91,14,9,38,89
48,61,60,23,39,80,51,59
23,8,3,64,85,33,5,78
12,5,97,32,96,48,64,96
63,75,98,28,96,26,66,99
18,50,48,34,60,3,57,50
1,34,50,39,45,79,88,5
90,68,2,2,73,37,18,25
51,17,47,50,82,77,21,60
90,85,88,85,70,44,8,40
14,56,24,26,54,42,19,1
55,66,2,81,39,72,22,21
67,90,37,52,30,19,78,41
72,15,60,93,45,25,10,71
62,16,57,60,8,64,9,27
26,96,25,52,13,13,49,56
42,37,87,94,89,22,88,45
54,68,87,40,8,69,46,1
78,92,20,32,95,39,92,8
39,88,71,30,80,4,27,26
52,89,6,97,35,63,38,84
7,14,13,33,8,25,6,25
90,7,30,13,10,22,44,38
1,10,58,24,98,96,24,66
17,48,39,64,61,10,78,58
53,86,59,62,73,27,84,64
66,91,22,56,37,15,91,41
13,2,32,26,51,89,4,40
69,44,84,79,33,62,84,78
47,26,13,5,16,51,19,48
9,28,81,3,52,32,97,77
40,39,51,93,22,59,27,44
40,15,57,11,96,73,51,18
50,49,63,68,96,36,97,4
40,91,84,38,72,20,20,62
36,87,31,86,53,3,70,91
86,76,24,48,74,34,81,60
54,28,72,68,36,1,30,8
21,99,79,51,28,22,2,27
99,37,88,7,6,91,64,76
72,33,45,57,21,50,76,14
44,97,66,69,27,19,8,58
5,72,35,18,14,91,74,11
84,6,39,83,11,84,12,73
84,14,76,10,8,52,11,69
47,10,14,39,56,35,21,1
22,88,80,62,73,9,71,24
29,16,43,39,90,44,91,6
26,46,85,87,14,47,46,76
33,63,78,93,4,86,60,91
83,38,94,31,51,83,5,40
54,39,54,44,96,28,70,39
34,54,63,11,47,98,18,48
88,39,80,54,39,9,31,37
89,95,78,56,16,24,38,73
51,65,39,43,79,53,94,10
66,5,57,69,1,20,49,47
70,21,62,93,79,38,56,58
76,72,72,70,19,9,32,14
12,56,26,81,27,68,25,99
72,82,21,56,93,57,54,77
11,25,99,89,38,9,20,82
34,65,27,70,93,72,93,52
7,81,55,50,27,21,53,75
71,3,26,3,2,21,51,75
32,78,53,78,59,55,49,83
13,22,40,50,79,86,42,93
15,69,51,69,10,3,83,83
47,6,55,29,27,26,46,63
1,12,52,61,69,36,1,54
37,52,56,1,11,35,40,63
18,59,79,43,10,46,34,27
35,36,54,74,41,19,28,85
24,92,66,46,52,2,70,49
48,56,43,91,23,45,41,69
